date,aud_to_usd,eur_to_usd,nzd_to_usd,gbp_to_usd,brl_to_usd,cad_to_usd,jpy_to_usd,kro_to_usd,chf_to_usd
2001-02-12,1.8584,1.0768,2.2915,0.689,1.983,1.5205,117.62,9.662,1.6557
2001-02-13,1.8737,1.0865,2.3041,0.6892,1.982,1.5214,117.3,9.7975,1.6683
2001-02-14,1.8932,1.0873,2.3326,0.686,1.989,1.5287,116.65,9.833,1.669
2001-02-15,1.9084,1.1041,2.3529,0.6901,1.984,1.5275,115.67,9.882,1.692
2001-02-16,1.885,1.0915,2.324,0.6894,1.993,1.5368,115.46,9.802,1.6763
2001-02-19,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-02-20,1.9142,1.0994,2.3375,0.6927,2.009,1.5399,115.57,9.8765,1.687
2001-02-21,1.9106,1.1017,2.3283,0.6952,2.019,1.537,116.45,9.94,1.6897
2001-02-22,1.9062,1.1027,2.3245,0.6922,2.044,1.5378,116.53,9.973,1.6903
2001-02-23,1.9164,1.0995,2.3229,0.6911,2.047,1.5378,116.15,9.953,1.6885
2001-02-26,1.9183,1.0997,2.3414,0.6925,02.03,1.5314,116.63,9.922,1.6895
2001-02-27,1.9099,1.0955,2.3159,0.6942,2.034,1.5261,116.2,9.908,1.6837
2001-02-28,1.9055,1.0855,2.324,0.6929,2.0465,1.532,117.28,9.815,1.6736
2001-03-01,1.9004,1.0763,2.3095,0.6871,2.043,1.5465,117.33,9.7325,1.6557
2001-03-02,1.8896,1.0707,2.2857,0.6791,2.032,1.5489,119.06,9.682,1.6465
2001-03-05,1.9164,1.0765,2.3111,0.6809,2.025,1.5475,119.08,9.745,1.6538
2001-03-06,1.9342,1.0738,2.3213,0.6824,2.022,1.5388,118.87,9.673,1.6523
2001-03-07,1.9646,1.0783,2.3641,0.6844,2.047,1.5492,119.86,9.752,1.6582
2001-03-08,1.965,1.0775,2.3753,0.6818,2.043,1.5497,119.51,9.746,1.6593
2001-03-09,1.9666,1.0735,2.3838,0.6814,2.057,1.548,119.71,9.7575,1.6545
2001-03-12,1.9623,1.0753,2.3787,0.6817,2.065,1.5505,120.63,9.83,1.6555
2001-03-13,1.9877,1.0931,2.4056,0.689,2.062,1.5477,120.2,10.0135,1.6838
2001-03-14,2.1976,1.0949,2.4027,0.6898,2.075,1.5528,120.97,10.0101,1.684
2001-03-15,2.0227,1.1055,2.4278,0.6927,2.1025,1.5595,122.23,10.098,1.7002
2001-03-16,2.0243,1.1199,2.4184,0.701,2.129,1.5669,122.85,10.249,1.716
2001-03-19,2.1964,1.113,2.3923,0.7024,2.171,1.5698,122.57,10.195,1.7068
2001-03-20,2.2012,1.1045,2.3912,0.7,2.1,1.5611,122.73,10.126,1.6957
2001-03-21,2.0259,1.1148,2.4125,0.6988,2.107,1.573,123.62,10.254,1.7085
2001-03-22,2.0354,1.126,2.4172,0.7031,2.146,1.5742,123.84,10.43,1.7233
2001-03-23,2.0149,1.1203,2.3998,0.6997,2.172,1.5667,122.64,10.253,1.7155
2001-03-26,2.004,1.1167,2.4125,0.6971,2.136,1.5545,122.81,10.222,1.7155
2001-03-27,2.0149,1.1223,2.4331,0.6998,2.124,1.5693,122.99,10.237,1.7198
2001-03-28,2.0259,1.1259,2.4432,0.6968,2.125,1.5668,122.62,10.341,1.7245
2001-03-29,2.0321,1.1355,2.46,0.6992,2.143,1.5725,123.45,10.4075,1.7323
2001-03-30,2.0488,1.1371,2.4795,0.7047,2.175,1.5784,125.54,10.38,1.736
2001-04-02,2.0713,1.1333,2.5044,0.7042,2.158,1.575,126.75,10.385,1.7317
2001-04-03,2.0576,1.1198,2.4814,0.6991,2.173,1.579,125.41,10.272,1.712
2001-04-04,2.0437,1.1095,2.4722,0.6969,2.165,1.5697,125.38,10.234,1.6951
2001-04-05,2.0416,1.1141,2.4765,0.701,2.168,1.5788,124.33,10.191,1.702
2001-04-06,2.0169,1.1109,2.4716,0.6953,2.151,1.5615,124.03,10.115,1.7
2001-04-09,2.021,1.1094,2.4734,0.6911,2.167,1.5635,124.85,10.131,1.6955
2001-04-10,2.0222,1.1256,2.4814,0.6964,2.146,1.5555,124.48,10.175,1.7165
2001-04-11,1.99,1.1292,2.4783,0.6974,2.156,1.5626,124.82,10.21,1.7161
2001-04-12,1.9677,1.1208,2.4552,0.6949,2.1622,1.56,123.51,10.128,1.7062
2001-04-13,1.9681,1.1251,2.451,0.6967,2.156,1.5627,124.15,10.175,1.7127
2001-04-16,1.9589,1.1284,2.445,0.6964,2.183,1.5625,124.64,10.193,1.718
2001-04-17,1.9782,1.1346,2.4673,0.6999,2.193,1.5575,123.67,10.2902,1.731
2001-04-18,2.004,1.1343,2.4722,0.7014,2.17,1.5692,122.35,10.28,1.7375
2001-04-19,1.9666,1.1225,2.4643,0.6961,2.195,1.547,121.87,10.137,1.717
2001-04-20,1.9312,1.1072,2.405,0.6931,2.228,1.5425,122.52,10.082,1.6926
2001-04-23,1.9759,1.1161,2.4361,0.6956,2.258,1.546,121.68,10.212,1.7087
2001-04-24,1.9861,1.1178,2.451,0.6961,2.26,1.549,122.08,10.253,1.7115
2001-04-25,1.9822,1.1146,2.442,0.6946,2.295,1.5474,122.21,10.223,1.7075
2001-04-26,1.9743,1.1098,2.4361,0.6955,2.267,1.546,123.13,10.1345,1.706
2001-04-27,1.96,1.1206,2.4242,0.6963,2.222,1.5417,123.76,10.1925,1.7232
2001-04-30,1.9623,1.1269,2.4225,0.699,2.189,1.536,123.57,10.26,1.7345
2001-05-01,1.9316,1.1189,2.3821,0.6974,2.203,1.5338,121.92,10.208,1.7255
2001-05-02,1.9183,1.1204,2.3613,0.6971,2.233,1.531,121.72,10.236,1.7307
2001-05-03,1.9279,1.1247,2.3669,0.6982,2.2375,1.533,121.19,10.27,1.7355
2001-05-04,1.9272,1.1193,2.3719,0.6963,2.2145,1.5353,121.05,10.2,1.7304
2001-05-07,1.9283,1.1216,2.3753,0.6944,2.201,1.5405,121.34,10.236,1.7305
2001-05-08,1.9298,1.1302,2.3753,0.6986,2.2315,1.5445,121.66,10.293,1.742
2001-05-09,1.915,1.1306,2.3557,0.7038,2.2605,1.5407,122.25,10.284,1.7429
2001-05-10,1.908,1.1374,2.3458,0.7049,2.2785,1.5391,122.71,10.29,1.7485
2001-05-11,1.9205,1.1417,2.3714,0.7054,2.286,1.5503,122.5,10.258,1.7522
2001-05-14,1.9305,1.1431,2.3895,0.7054,2.309,1.5541,123.12,10.325,1.7516
2001-05-15,1.9257,1.1379,2.3883,0.7024,2.337,1.5493,123.26,10.253,1.7432
2001-05-16,1.9109,1.131,2.3685,0.6996,2.3235,1.5405,123.59,10.268,1.7329
2001-05-17,1.8965,1.1328,2.3474,0.6988,2.306,1.536,122.68,10.223,1.7393
2001-05-18,1.9044,1.1397,2.3474,0.6977,2.295,1.5328,123.67,10.25,1.7486
2001-05-21,1.8904,1.1413,2.3419,0.6954,2.327,1.5325,122.91,10.2425,1.7485
2001-05-22,1.9117,1.1551,2.3579,0.7004,2.302,1.5415,122.79,10.37,1.7666
2001-05-23,1.9275,1.1631,2.3781,0.702,2.345,1.5452,120.39,10.507,1.7755
2001-05-24,1.9324,1.1669,2.3669,0.7091,2.355,1.5474,120.15,10.525,1.7793
2001-05-25,1.9257,1.1659,2.3574,0.7039,2.34,1.5455,120.75,10.535,1.779
2001-05-28,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-05-29,1.9357,1.17,2.3669,0.7049,2.335,1.5376,120.1,10.573,1.784
2001-05-30,1.9493,1.166,2.3981,0.7017,2.3575,1.5464,120.27,10.592,1.7775
2001-05-31,1.9732,1.1827,2.4492,0.7055,2.359,1.5461,118.88,10.79,1.797
2001-06-01,1.967,1.1832,2.4378,0.7062,2.385,1.5324,119.13,10.851,1.7992
2001-06-04,1.9755,1.1836,2.448,0.7081,2.3595,1.5347,119.5,10.9225,1.7968
2001-06-05,1.9635,1.1759,2.4372,0.7086,2.39,1.5328,120.27,10.83,1.7805
2001-06-06,1.9451,1.1832,2.4319,0.7191,2.382,1.5248,120.35,10.924,1.7988
2001-06-07,1.9264,1.1756,2.3929,0.7194,2.39,1.521,119.91,10.95,1.7923
2001-06-08,1.9073,1.1758,2.3912,0.7237,2.374,1.5215,120.6,10.935,1.7927
2001-06-11,1.9146,1.1869,2.3946,0.7283,2.374,1.5162,122.02,11.027,1.8046
2001-06-12,1.9095,1.1794,2.3895,0.7256,2.39,1.5246,121.74,11.002,1.796
2001-06-13,1.8954,1.1715,2.3691,0.719,2.41,1.5183,121.89,10.79,1.7902
2001-06-14,1.9008,1.1631,2.4108,0.714,2.4235,1.5208,121.42,10.707,1.7753
2001-06-15,1.9022,1.159,2.3941,0.7114,2.4035,1.522,122.97,10.57,1.7726
2001-06-18,1.9091,1.1614,2.4091,0.7126,2.47,1.5336,123.2,10.512,1.777
2001-06-19,1.9194,1.1685,2.4172,0.7139,2.471,1.5337,122.97,10.626,1.7861
2001-06-20,1.9298,1.1756,2.4213,0.7167,2.476,1.531,123.3,10.72,1.7924
2001-06-21,1.9312,1.1704,2.4207,0.7059,2.388,1.5265,124.4,10.7435,1.7797
2001-06-22,1.935,1.1669,2.4231,0.7072,2.318,1.5293,124.25,10.7045,1.773
2001-06-25,1.9391,1.1613,2.4172,0.7077,2.312,1.5195,124.02,10.642,1.7655
2001-06-26,1.9238,1.1597,2.405,0.7065,2.314,1.5142,123.82,10.7315,1.7655
2001-06-27,1.9312,1.16,2.3981,0.7047,2.332,1.5176,124.25,10.735,1.7648
2001-06-28,1.9569,1.1806,2.4372,0.7107,2.287,1.5233,124.63,10.85,1.7983
2001-06-29,1.9608,1.1801,2.471,0.7104,2.305,1.5175,124.73,10.881,1.7968
2001-07-02,1.9585,1.1827,2.471,0.7058,2.326,1.5153,124.22,10.955,1.8003
2001-07-03,1.9372,1.1797,2.457,0.7113,2.344,1.5128,124.48,10.87,1.797
2001-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-07-05,1.9429,1.1947,2.471,0.7144,2.425,1.5102,125.77,11,1.8185
2001-07-06,1.9673,1.1813,2.4777,0.7089,2.491,1.52,125.85,10.955,1.7945
2001-07-09,1.9623,1.1801,2.4697,0.7102,2.45,1.5203,125.43,10.972,1.7964
2001-07-10,1.9585,1.1686,2.4631,0.7093,2.498,1.5213,125.53,10.84,1.7795
2001-07-11,1.9724,1.1609,2.4649,0.7082,2.56,1.5255,124.06,10.808,1.7608
2001-07-12,1.981,1.1723,2.4704,0.711,2.57,1.528,124.1,10.86,1.7725
2001-07-13,1.9708,1.1727,2.46,0.7145,2.559,1.5398,124.75,10.813,1.7738
2001-07-16,1.9685,1.1697,2.457,0.7137,2.601,1.54,125.44,10.764,1.769
2001-07-17,1.9743,1.1697,2.4661,0.7124,2.509,1.54,124.89,10.776,1.7708
2001-07-18,1.9448,1.1493,2.4361,0.7062,2.471,1.535,124.35,10.605,1.731
2001-07-19,1.9508,1.1507,2.4213,0.7047,2.5,1.5418,123.61,10.658,1.7327
2001-07-20,1.9782,1.1477,2.445,0.6998,2.458,1.545,122.85,10.648,1.7255
2001-07-23,1.9689,1.1526,2.4444,0.705,2.405,1.545,124.19,10.718,1.7353
2001-07-24,1.9685,1.1426,2.4372,0.7031,2.438,1.5383,124,10.658,1.7214
2001-07-25,1.9712,1.1368,2.429,0.7003,2.476,1.5381,123.64,10.628,1.7145
2001-07-26,1.9716,1.1409,2.4301,0.701,2.487,1.5335,123.83,10.618,1.7236
2001-07-27,1.9747,1.143,2.4301,0.7015,2.495,1.5352,123.29,10.59,1.725
2001-07-30,1.9775,1.1429,2.4272,0.7013,2.435,1.5305,125.18,10.605,1.7267
2001-07-31,1.9685,1.1426,2.4278,0.7017,2.437,1.531,125,10.625,1.7285
2001-08-01,1.9354,1.1373,2.4096,0.6978,2.502,1.5358,124.87,10.572,1.7158
2001-08-02,1.9268,1.1347,2.3946,0.6995,2.482,1.5417,123.72,10.4755,1.7123
2001-08-03,1.932,1.1308,2.3866,0.7009,2.5,1.5356,123.46,10.373,1.7054
2001-08-06,1.9357,1.1361,2.3895,0.7055,2.467,1.5275,123.85,10.422,1.7135
2001-08-07,1.9399,1.1396,2.3883,0.7058,2.448,1.5343,123.83,10.4355,1.7165
2001-08-08,1.9286,1.1392,2.3607,0.7075,2.466,1.5333,123.2,10.422,1.7127
2001-08-09,1.9596,1.1254,2.3652,0.7033,2.466,1.5395,123.03,10.301,1.6948
2001-08-10,1.9493,1.1186,2.3518,0.7006,2.489,1.5405,121.97,10.2875,1.6918
2001-08-13,1.9327,1.1132,2.3354,0.7034,2.5,1.539,122.46,10.274,1.6885
2001-08-14,1.9246,1.108,2.3256,0.7,2.515,1.5413,121.6,10.23,1.6808
2001-08-15,1.8983,1.0972,2.3052,0.6955,2.49,1.529,119.92,10.156,1.6668
2001-08-16,1.8961,1.0943,2.2973,0.6926,2.494,1.5314,120.11,10.168,1.6608
2001-08-17,1.8678,1.0911,2.2701,0.6913,2.524,1.5428,120.37,10.1725,1.6583
2001-08-20,1.8786,1.0957,2.2883,0.6923,2.5345,1.5461,120.72,10.374,1.6635
2001-08-21,1.8879,1.0971,2.2989,0.6912,2.533,1.549,119.91,10.355,1.6648
2001-08-22,1.865,1.0877,2.2533,0.6879,2.525,1.5438,119.91,10.2575,1.6552
2001-08-23,1.8734,1.091,2.2665,0.6907,2.532,1.5423,119.84,10.304,1.658
2001-08-24,1.8829,1.097,2.2763,0.6924,2.549,1.5414,120.13,10.279,1.666
2001-08-27,1.8921,1.0991,2.2831,0.693,2.56,1.5423,120.12,10.29,1.6697
2001-08-28,1.8896,1.0987,2.2763,0.6896,2.56,1.5401,120.48,10.325,1.666
2001-08-29,1.8868,1.0993,2.2701,0.6889,2.549,1.5462,119.79,10.382,1.669
2001-08-30,1.8762,1.0924,2.2624,0.686,2.544,1.546,119.4,10.37,1.6575
2001-08-31,1.895,1.1001,2.2857,0.6892,2.552,1.5478,118.75,10.431,1.6698
2001-09-03,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-09-04,1.9186,1.1276,2.3175,0.6923,2.563,1.5535,119.49,10.715,1.7075
2001-09-05,1.9238,1.124,2.3143,0.6871,2.564,1.5603,120.76,10.64,1.6996
2001-09-06,1.912,1.1182,2.2962,0.6868,2.585,1.559,120.95,10.585,1.6908
2001-09-07,1.9234,1.1057,2.2994,0.6837,2.584,1.568,120.07,10.543,1.6771
2001-09-10,1.9474,1.1126,2.3191,0.6856,2.598,1.5656,121.08,10.63,1.687
2001-09-11,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-09-12,1.9376,1.1027,2.3414,0.6818,2.675,1.561,119.53,10.57,1.6593
2001-09-13,1.9387,1.1002,2.3652,0.6804,2.729,1.5681,118.81,10.5585,1.6526
2001-09-14,1.9395,1.0871,2.3563,0.6813,2.713,1.5641,117.38,10.5103,1.6246
2001-09-17,1.9916,1.0872,2.4254,0.6821,2.665,1.5686,117.59,10.4975,1.6143
2001-09-18,2.0186,1.0831,2.4343,0.6833,2.681,1.5708,117.32,10.5522,1.6037
2001-09-19,2.0288,1.0741,2.4343,0.6796,2.708,1.5711,117.3,10.4653,1.5858
2001-09-20,2.0325,1.0805,2.4319,0.683,2.734,1.5708,115.89,10.5899,1.592
2001-09-21,2.0657,1.099,2.4752,0.6874,2.788,1.5707,116.73,10.9016,1.5878
2001-09-24,2.0408,1.0947,2.4802,0.6842,2.771,1.5686,117.52,10.8193,1.6041
2001-09-25,2.0247,1.0844,2.4474,0.6806,2.715,1.5705,117.78,10.7032,1.5914
2001-09-26,2.0446,1.0833,2.4722,0.6782,2.722,1.5734,117.89,10.7472,1.599
2001-09-27,2.0551,1.0892,2.5025,0.6787,2.712,1.5791,119.69,10.7207,1.6138
2001-09-28,2.0218,1.099,2.4588,0.6807,2.673,1.5797,119.23,10.6871,1.6188
2001-10-01,2.0313,1.0918,2.4582,0.6764,2.687,1.5794,120.27,10.6207,1.6196
2001-10-02,2.019,1.093,2.4661,0.6841,2.7,1.5696,120.78,10.6661,1.6227
2001-10-03,2.0117,1.0892,2.4432,0.6777,2.729,1.5688,120.67,10.6166,1.6157
2001-10-04,2.0101,1.094,2.4486,0.6769,2.729,1.568,120.63,10.6219,1.6248
2001-10-05,1.9763,1.0908,2.4184,0.6759,2.754,1.5626,120.37,10.5845,1.6204
2001-10-08,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-10-09,1.9964,1.0929,2.4237,0.6847,2.776,1.5638,120.2,10.526,1.6193
2001-10-10,1.9936,1.0967,2.4184,0.6901,2.773,1.5679,120.43,10.585,1.6278
2001-10-11,2.006,1.1101,2.4213,0.6937,2.785,1.568,121.57,10.5575,1.6475
2001-10-12,1.994,1.1016,2.4166,0.6888,2.782,1.5659,120.93,10.458,1.6325
2001-10-15,1.9474,1.1017,2.3793,0.6911,2.775,1.5582,120.94,10.4485,1.6288
2001-10-16,1.947,1.0996,2.3883,0.6907,2.759,1.5621,121.27,10.433,1.6298
2001-10-17,1.9459,1.1031,2.3781,0.6894,2.7225,1.5687,121.05,10.408,1.6355
2001-10-18,1.9658,1.108,2.3987,0.6925,2.748,1.5763,121.18,10.4625,1.6387
2001-10-19,1.9685,1.1127,2.4038,0.6958,2.7622,1.5756,121.15,10.554,1.6427
2001-10-22,1.9712,1.1228,2.4125,0.701,2.719,1.5787,122.45,10.692,1.6619
2001-10-23,1.9658,1.1245,2.3883,0.7035,2.733,1.5723,122.83,10.652,1.6642
2001-10-24,1.9701,1.1204,2.3964,0.7011,2.743,1.5745,122.86,10.606,1.6592
2001-10-25,1.9814,1.1154,2.4155,0.699,2.7318,1.5775,122.72,10.568,1.649
2001-10-26,1.9932,1.121,2.4254,0.697,2.7322,1.575,122.99,10.5825,1.6535
2001-10-29,1.9778,1.1066,2.4155,0.6885,2.727,1.575,122.08,10.5175,1.632
2001-10-30,1.9771,1.1038,2.4125,0.6875,2.729,1.5785,122.07,10.622,1.6245
2001-10-31,1.9881,1.112,2.4242,0.688,2.701,1.5905,122.54,10.671,1.6347
2001-11-01,1.9662,1.1057,2.4143,0.684,2.685,1.5913,121.87,10.58,1.6295
2001-11-02,1.9697,1.1066,2.4102,0.6842,2.675,1.5925,121.68,10.5758,1.6315
2001-11-05,1.9701,1.1157,2.4096,0.6863,2.595,1.5958,121.72,10.599,1.6423
2001-11-06,1.9489,1.1142,2.3804,0.6854,2.594,1.5938,121.15,10.558,1.64
2001-11-07,1.941,1.1112,2.381,0.6826,2.6,1.5935,121.05,10.4685,1.6328
2001-11-08,1.9429,1.1223,2.3866,0.6878,2.555,1.598,119.98,10.536,1.6455
2001-11-09,1.9436,1.1192,2.3832,0.6862,2.527,1.6023,120.25,10.5603,1.64
2001-11-12,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-11-13,1.9234,1.1349,2.3663,0.6932,2.514,1.5982,121.45,10.624,1.6668
2001-11-14,1.9283,1.1326,2.3787,0.693,2.538,1.5923,121.67,10.591,1.6641
2001-11-15,1.9305,1.1347,2.3975,0.6988,2.546,1.587,122.4,10.585,1.6644
2001-11-16,1.922,1.1301,2.4155,0.7004,2.534,1.587,122.67,10.602,1.6552
2001-11-19,1.9212,1.1388,2.4108,0.7089,2.519,1.5849,123.27,10.676,1.6635
2001-11-20,1.9275,1.1322,2.4114,0.7052,2.547,1.5933,122.62,10.658,1.6491
2001-11-21,1.9372,1.1388,2.4372,0.7065,2.5355,1.6018,123.19,10.6975,1.6575
2001-11-22,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-11-23,1.9342,1.1403,2.4384,0.7095,2.5125,1.5981,124.44,10.668,1.668
2001-11-26,1.9268,1.1349,2.4237,0.708,2.493,1.6005,124.2,10.62,1.6635
2001-11-27,1.9168,1.1348,2.4184,0.7074,2.472,1.5948,124.17,10.63,1.66
2001-11-28,1.9183,1.1283,2.4184,0.7025,2.489,1.5853,123.29,10.656,1.6485
2001-11-29,1.932,1.1263,2.4237,0.7026,2.517,1.5828,123.82,10.675,1.6546
2001-11-30,1.922,1.1163,2.4021,0.7015,2.514,1.5717,123.22,10.674,1.6405
2001-12-03,1.9294,1.124,2.4073,0.7034,2.463,1.5762,123.9,10.7285,1.655
2001-12-04,1.9399,1.1238,2.4272,0.7034,2.427,1.5729,124.28,10.66,1.6545
2001-12-05,1.9342,1.1292,2.4125,0.706,2.4238,1.5716,124.4,10.61,1.6639
2001-12-06,1.9298,1.1216,2.4021,0.7018,2.427,1.5767,124.83,10.498,1.6553
2001-12-07,1.9395,1.123,2.412,0.6986,2.4,1.5725,125.66,10.461,1.659
2001-12-10,1.9417,1.1256,2.4108,0.6973,2.3425,1.5787,126.27,10.504,1.6673
2001-12-11,1.9425,1.1231,2.3981,0.6961,2.3425,1.5781,126.23,10.516,1.6585
2001-12-12,1.9227,1.1179,2.381,0.6925,2.374,1.5654,126.52,10.491,1.6495
2001-12-13,1.9309,1.1141,2.3866,0.6919,2.389,1.5675,126.32,10.438,1.6423
2001-12-14,1.9283,1.1057,2.3952,0.6874,2.387,1.5635,127.24,10.493,1.6307
2001-12-17,1.932,1.1062,2.3969,0.6855,2.361,1.5646,127.54,10.455,1.633
2001-12-18,1.9391,1.1088,2.3952,0.6866,2.345,1.5729,127.97,10.493,1.634
2001-12-19,1.9486,1.1115,2.4085,0.6893,2.289,1.5743,128.2,10.499,1.6389
2001-12-20,1.9814,1.1146,2.4301,0.6914,2.3165,1.5782,128.55,10.593,1.6359
2001-12-21,1.9704,1.1282,2.4108,0.6952,2.3525,1.585,129.48,10.678,1.654
2001-12-24,1.9662,1.1399,2.4067,0.6952,2.338,1.5945,129.9,10.823,1.692
2001-12-25,ND,ND,ND,ND,ND,ND,ND,ND,ND
2001-12-26,1.9685,1.1392,2.4056,0.6901,2.32,1.599,130.79,10.843,1.6917
2001-12-27,1.9704,1.1308,2.4137,0.6878,2.335,1.5954,131.47,10.705,1.678
2001-12-28,1.9562,1.1335,2.412,0.6908,2.326,1.5956,131.3,10.56,1.679
2001-12-31,1.9543,1.1235,2.4033,0.6876,2.312,1.5925,131.04,10.4571,1.6598
2002-01-01,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-01-02,1.9436,1.1073,2.3646,0.692,2.31,1.5974,132.02,10.269,1.6424
2002-01-03,1.9433,1.1121,2.3513,0.6944,2.293,1.597,131.76,10.2925,1.6495
2002-01-04,1.9253,1.1178,2.3299,0.6918,2.314,1.5977,131.02,10.312,1.6507
2002-01-07,1.9294,1.1197,2.3386,0.6952,2.348,1.5981,130.93,10.3325,1.651
2002-01-08,1.9091,1.1204,2.3164,0.6932,2.361,1.5949,132.53,10.395,1.6553
2002-01-09,1.9095,1.1259,2.3337,0.6957,2.383,1.5965,132.62,10.395,1.6615
2002-01-10,1.9124,1.1204,2.3452,0.6929,2.393,1.6012,132.61,10.294,1.6623
2002-01-11,1.9194,1.123,2.3596,0.6921,2.4095,1.5975,132.17,10.296,1.6602
2002-01-14,1.9305,1.1192,2.3641,0.6905,2.406,1.5974,131.83,10.342,1.6569
2002-01-15,1.9272,1.122,2.3585,0.692,2.36,1.5899,131.14,10.3485,1.6602
2002-01-16,1.9399,1.132,2.3787,0.6957,2.371,1.5945,131.77,10.475,1.6638
2002-01-17,1.9474,1.1364,2.3753,0.697,2.357,1.611,132.13,10.529,1.6685
2002-01-18,1.9417,1.1307,2.3613,0.6961,2.376,1.6128,132.64,10.435,1.6635
2002-01-21,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-01-22,1.9283,1.1315,2.3261,0.6995,2.377,1.6084,133.98,10.48,1.6629
2002-01-23,1.9238,1.1317,2.3321,0.7006,2.392,1.604,134.25,10.477,1.6654
2002-01-24,1.9249,1.1387,2.3392,0.7028,2.4,1.602,134.64,10.517,1.6757
2002-01-25,1.9354,1.1554,2.3613,0.7094,2.415,1.6083,134.47,10.675,1.7025
2002-01-28,1.9357,1.1621,2.3697,0.7105,2.4295,1.6126,133.43,10.729,1.709
2002-01-29,1.9455,1.157,2.3652,0.7076,2.43,1.5903,133.51,10.6625,1.7038
2002-01-30,1.9763,1.1563,2.4062,0.7062,2.444,1.591,132.84,10.6506,1.7045
2002-01-31,1.9716,1.1636,2.3998,0.7082,2.409,1.5915,134.06,10.672,1.719
2002-02-01,1.9685,1.161,2.3964,0.7063,2.414,1.5908,133.77,10.68,1.7179
2002-02-04,1.9589,1.1514,2.3981,0.7044,2.4245,1.5919,132.71,10.639,1.7021
2002-02-05,1.9658,1.1531,2.4015,0.7057,2.425,1.5985,133.9,10.6575,1.697
2002-02-06,1.9631,1.1504,2.3906,0.7073,2.43,1.6042,133.72,10.61,1.6948
2002-02-07,1.9724,1.1507,2.4102,0.7084,2.454,1.6037,133.49,10.6345,1.6948
2002-02-08,1.9592,1.1459,2.3929,0.7054,2.4656,1.597,134.77,10.601,1.69
2002-02-11,1.9512,1.1392,2.3804,0.7024,2.458,1.5895,133.62,10.555,1.6835
2002-02-12,1.9658,1.1405,2.3912,0.6982,2.457,1.5919,132.82,10.567,1.6855
2002-02-13,1.9658,1.1455,2.3929,0.6994,2.422,1.591,133.23,10.585,1.697
2002-02-14,1.9354,1.1477,2.3781,0.7,2.4275,1.5919,132.26,10.5475,1.7005
2002-02-15,1.9354,1.1455,2.368,0.6986,2.434,1.5908,132.76,10.5,1.698
2002-02-18,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002-02-19,1.9316,1.141,2.3759,0.6992,2.4265,1.5885,133.45,10.495,1.6895
2002-02-20,1.9339,1.1488,2.3787,0.7008,2.428,1.5905,133.76,10.565,1.6999
2002-02-21,1.9346,1.1478,2.3889,0.7016,2.422,1.5914,134.27,10.4995,1.6987
2002-02-22,1.9482,1.1419,2.3889,0.6993,2.424,1.5945,133.85,10.445,1.689
2002-02-25,1.9486,1.1477,2.3935,0.7011,2.4,1.601,133.89,10.436,1.6948
2002-02-26,1.9433,1.1518,2.3895,0.703,2.4065,1.6112,134.35,10.469,1.6995
2002-02-27,1.9387,1.1571,2.3861,0.706,2.38,1.6084,134.63,10.495,1.7085
2002-02-28,1.9354,1.155,2.3736,0.7078,2.361,1.6049,133.96,10.47,1.7025
2002-03-01,1.9316,1.1558,2.3669,0.7047,2.351,1.5955,133.35,10.5,1.706
2002-03-04,1.9223,1.1488,2.3463,0.7028,2.341,1.59,132.2,10.3925,1.697
2002-03-05,1.9205,1.1496,2.3474,0.7036,2.336,1.5905,132.31,10.389,1.6977
2002-03-06,1.9172,1.14,2.3337,0.7023,2.352,1.5835,130.85,10.316,1.6819
2002-03-07,1.9037,1.137,2.325,0.702,2.365,1.5823,127.07,10.309,1.673
2002-03-08,1.9102,1.1426,2.3229,0.7029,2.35,1.5857,128.21,10.372,1.681
2002-03-11,1.9186,1.1405,2.3364,0.7032,2.3545,1.5843,128.08,10.353,1.6775
2002-03-12,1.9209,1.1417,2.3294,0.7069,2.342,1.5858,128.67,10.394,1.6767
2002-03-13,1.9231,1.1403,2.3283,0.7064,2.3475,1.5935,129.43,10.4075,1.6739
2002-03-14,1.9124,1.1343,2.3256,0.7042,2.3445,1.5943,128.94,10.36,1.6595
2002-03-15,1.9022,1.1334,2.2899,0.7023,2.348,1.5863,129.1,10.337,1.6596
2002-03-18,1.9066,1.133,2.2962,0.7015,2.345,1.588,131.27,10.285,1.6585
2002-03-19,1.9102,1.1357,2.3068,0.7036,2.34,1.5842,132.3,10.265,1.6622
2002-03-20,1.8839,1.1317,2.266,0.7013,2.337,1.5793,131.6,10.209,1.6568
2002-03-21,1.879,1.1317,2.2686,0.6999,2.349,1.5808,131.86,10.1975,1.6555
2002-03-22,1.8776,1.1375,2.2743,0.7011,2.357,1.5767,132.88,10.255,1.6623
